DB00006	P00734
DB01168	P27338
DB01169	O14920
DB01169	Q16881
DB01169	P05412
DB01169	P24385
DB01169	P27361
DB01169	P28482
DB01169	P31749
DB01169	P38936
DB01169	Q13547
DB01169	P29590
DB01170	P23975
DB01171	P21397
DB01173	O15399
DB01173	Q05586
DB01173	O60391
DB01173	Q8TCU5
DB01173	P35367
DB01173	P23975
DB01173	Q9Y5Y9
DB01174	P14867
DB01174	P43681
DB01174	P36544
DB01174	P42262
DB01174	Q13002
DB01174	Q05586
DB01174	Q12879
DB01174	Q13224
DB01174	Q14957
DB01174	O15399
DB01174	Q8TCU5
DB01174	O60391
DB01174	O75469
DB01175	P31645
DB01175	Q01959
DB01175	P23975
DB01175	P35348
DB01175	P11229
DB01175	P35367
DB01176	P35367
DB01176	P49888
DB01177	P11388
DB01178	P30536
DB01179	P11388
DB01179	P68366
DB01179	P07437
DB01180	P12821
DB01181	O75469
DB01182	Q14524
DB01182	Q12809
DB01182	P08588
DB01182	P07550
DB01183	P35372
DB01183	P41143
DB01183	P41145
DB01183	P16220
DB01183	P03372
DB01183	O00206
DB01183	P23141
DB01184	P14416
DB01184	P35462
DB01185	P10275
DB01185	P03372
DB01185	P16471
DB01185	P04150
DB01185	P80365
DB01186	P14416
DB01186	P35462
DB01186	P21917
DB01186	P08908
DB01186	P41595
DB01186	P28223
DB01186	P28221
DB01186	P18089
DB01186	P08913
DB01186	P18825
DB01186	P21918
DB01186	P21728
DB01186	P28222
DB01186	P28335
DB01186	P35348
DB01186	P35368
DB01186	P25100
DB01188	P05023
DB01189	P14867
DB01189	P47869
DB01189	P34903
DB01189	P48169
DB01189	P31644
DB01189	Q16445
DB01189	P18505
DB01189	P47870
DB01189	P28472
DB01189	O14764
DB01189	P78334
DB01189	Q8N1C3
DB01189	P18507
DB01189	Q99928
DB01189	O00591
DB01189	Q9UN88
DB01189	P23415
DB01189	P42261
DB01189	Q09470
DB01189	P98194
DB01189	P30049
DB01189	P03886
DB01191	P31645
DB01191	P28335
DB01192	P35372
DB01192	P41143
DB01193	P08588
DB01193	P07550
DB01194	P00918
DB01194	P00915
DB01194	P22748
DB01194	P35218
DB01194	P07451
DB01195	Q14524
DB01195	P35499
DB01195	Q12809
DB01196	P11137
DB01196	P78559
DB01196	P03372
DB01196	Q92731
DB01197	P12821
DB01197	P08253
DB01197	P14780
DB01197	P09960
DB01197	P46663
DB01198	P14867
DB01198	P47869
DB01198	P34903
DB01198	P31644
DB01198	P30536
DB01199	Q15822
DB01199	P46098
DB01199	P22303
DB01199	P36544
DB01200	P14416
DB01200	P35462
DB01200	P28221
DB01200	P08913
DB01200	P08908
DB01200	P18825
DB01200	P18089
DB01200	P41595
DB01200	P21917
DB01200	P28223
DB01200	P28222
DB01200	P28335
DB01200	P21918
DB01200	P21728
DB01200	P35348
DB01200	P35368
DB01200	P25100
DB01200	P34969
DB01202	Q7L0J3
DB01202	Q00975
DB01203	P08588
DB01203	P07550
DB01204	P11388
DB01205	P14867
DB01205	P18507
DB01205	P31644
DB01205	P14867
DB01205	P47869
DB01205	P34903
DB01205	P48169
DB01205	P31644
DB01205	Q16445
DB01205	P18505
DB01205	P47870
DB01205	P28472
DB01205	O14764
DB01205	P78334
DB01205	Q8N1C3
DB01205	P18507
DB01205	Q99928
DB01205	O00591
DB01205	Q9UN88
DB01207	P21731
DB01207	P24557
DB01208	P11388
DB01209	P35372
DB01209	P41145
DB01210	P07550
DB01210	P08588
DB01211	Q12809
DB01211	Q9Y6L6
DB01211	Q9NPD5
DB01212	Q9NSA0
DB01212	Q4U2R8
DB01212	Q8TCC7
DB01212	P46059
DB01213	P07327
DB01213	P00325
DB01213	P00326
DB01213	P04040
DB01214	P07550
DB01214	P08588
DB01215	P14867
DB01215	P47869
DB01215	P34903
DB01215	P31644
DB01215	Q8N1C3
DB01215	P18507
DB01215	Q99928
DB01215	P18505
DB01215	P47870
DB01215	P28472
DB01215	O14764
DB01215	P78334
DB01215	O00591
DB01215	P24046
DB01215	P28476
DB01215	A8MPY1
DB01215	P14867
DB01215	P47869
DB01215	P34903
DB01215	P48169
DB01215	P31644
DB01215	Q16445
DB01215	P18505
DB01215	P47870
DB01215	P28472
DB01215	O14764
DB01215	P78334
DB01215	Q8N1C3
DB01215	P18507
DB01215	Q99928
DB01215	O00591
DB01215	Q9UN88
DB01216	P31213
DB01216	P18405
DB01216	P51857
DB01217	P11511
DB01218	Q12809
DB01219	P21817
DB01220	O75469
DB01221	Q8TCU5
DB01221	P25103
DB01221	P14416
DB01221	P41143
DB01221	P23975
DB01221	P41145
DB01221	P35372
DB01221	P11229
DB01221	P08172
DB01221	P20309
DB01221	P08173
DB01221	P08912
DB01221	P28223
DB01221	P41595
DB01221	P28335
DB01221	P08908
DB01221	P28222
DB01221	P28221
DB01221	P28566
DB01221	P30939
DB01222	P04150
DB01223	Q14432
DB01223	P30542
DB01223	P0DMS8
DB01223	Q92769
DB01224	P28223
DB01224	P14416
DB01224	P08908
DB01224	P28222
DB01224	P28221
DB01224	P28566
DB01224	P28335
DB01224	P46098
DB01224	P50406
DB01224	P34969
DB01224	P21728
DB01224	P21918
DB01224	P35462
DB01224	P21917
DB01224	P35367
DB01224	P35348
DB01224	P35368
DB01224	P25100
DB01224	P08913
DB01224	P18089
DB01224	P18825
DB01224	P11229
DB01224	P08172
DB01224	P20309
DB01224	P08173
DB01224	P08912
DB01226	Q15822
DB01226	P08172
DB01226	P20309
DB01226	P06276
DB01227	P35372
DB01227	P30926
DB01227	P32297
DB01228	Q14524
DB01229	Q9H4B7
DB01229	P10415
DB01229	O75469
DB01229	P27816
DB01229	P11137
DB01229	P10636
DB01231	P11229
DB01231	P20309
DB01231	P08172
DB01233	P14416
DB01233	P11229
DB01233	Q13639
DB01233	P46098
DB01233	P22303
DB01234	P04150
DB01234	P51843
DB01234	P04083
DB01234	P35228
DB01234	O75469
DB01235	P21728
DB01235	P21918
DB01235	P14416
DB01235	P35462
DB01235	P21917
DB01236	P14867
DB01236	P23415
DB01236	P42261
DB01236	Q09470
DB01236	P98194
DB01236	P30049
DB01236	P03886
DB01236	P14867
DB01236	P47869
DB01236	P34903
DB01236	P48169
DB01236	P31644
DB01236	Q16445
DB01236	P18505
DB01236	P47870
DB01236	P28472
DB01236	O14764
DB01236	P78334
DB01236	Q8N1C3
DB01236	P18507
DB01236	Q99928
DB01236	O00591
DB01236	Q9UN88
DB01237	P35367
DB01238	P28223
DB01238	P14416
DB01238	P08908
DB01238	P28222
DB01238	P28221
DB01238	P28566
DB01238	P28335
DB01238	P46098
DB01238	P50406
DB01238	P34969
DB01238	P21728
DB01238	P21918
DB01238	P35462
DB01238	P21917
DB01238	P35367
DB01238	P35348
DB01238	P35368
DB01238	P08913
DB01238	P18089
DB01238	P18825
DB01238	P11229
DB01238	P08172
DB01238	P20309
DB01238	P08173
DB01238	P08912
DB01239	P14416
DB01239	P21728
DB01239	P35462
DB01239	P28223
DB01239	P41595
DB01239	P28335
DB01239	P35367
DB01239	P11229
DB01239	P08172
DB01239	P20309
DB01239	P08173
DB01239	P08912
DB01240	Q9H244
DB01240	P43119
DB01240	Q16647
DB01241	Q07869
DB01242	P31645
DB01242	P28223
DB01242	P41595
DB01242	P28335
DB01242	P23975
DB01242	P09211
DB01244	O00555
DB01244	O95180
DB01244	Q9NY47
DB01244	P05023
DB01244	P51787
DB01244	P63316
DB01244	P0DP23
DB01244	Q01064
DB01244	P54750
DB01244	Q12809
DB01245	Q15822
DB01245	P22303
DB01245	P43681
DB01245	P17787
DB01246	P35367
DB01247	P21397
DB01247	P27338
DB01248	Q9H4B7
DB01248	P10415
DB01248	P11137
DB01248	P27816
DB01248	P10636
DB01248	O75469
DB01250	P51580
DB01250	P01579
DB01251	Q09428
DB01251	Q15842
DB01252	Q09428
DB01252	P37231
DB01253	P35348
DB01254	P00519
DB01254	P12931
DB01254	P29317
DB01254	P06239
DB01254	P07947
DB01254	P10721
DB01254	P09619
DB01254	P51692
DB01254	P42684
DB01254	P06241
DB01254	Q06187
DB01254	Q92570
DB01254	P11274
DB01254	P41240
DB01254	P54756
DB01254	P54760
DB01254	P09769
DB01254	P42685
DB01254	P11142
DB01254	P07948
DB01254	Q9NYL2
DB01254	Q16539
DB01254	Q06203
DB01255	Q01959
DB01255	P35368
DB01259	P00533
DB01259	P04626
DB01260	P04150
DB01261	P27487
DB01262	P26358
DB01267	P28223
DB01267	P14416
DB01267	P35367
DB01267	P35348
DB01267	P35368
DB01267	P21917
DB01267	P28221
DB01267	P35462
DB01267	P28335
DB01267	P08913
DB01267	P18089
DB01267	P18825
DB01267	P08908
DB01267	P21728
DB01267	P08684
DB01267	P10635
DB01267	P20815
DB01267	P34969
DB01268	P09619
DB01268	P17948
DB01268	P10721
DB01268	P35968
DB01268	P35916
DB01268	P36888
DB01268	P07333
DB01268	P16234
DB01273	P43681
DB01273	P36544
DB01273	P32297
DB01273	Q15825
DB01273	P17787
DB01274	P07550
DB01275	Q16853
DB01275	P13674
DB01280	P09884
DB01282	P30559
DB01283	P35354
DB01283	P23219
DB01284	Q01718
DB01288	P07550
DB01288	P08588
DB01288	P13945
DB01289	Q15842
DB01291	P07550
DB01291	P08588
DB01295	P08588
DB01295	P07550
DB01295	P35348
DB01296	P14780
DB01296	Q00653
DB01296	P01375
DB01296	P01579
DB01297	P08588
DB01303	Q14432
DB01303	P27815
DB01303	P29274
DB01303	P30542
DB01303	Q92769
DB01320	Q14524
DB01324	P55017
DB01325	P00915
DB01325	P00918
DB01325	Q13621
DB01325	P55011
DB01325	P55017
DB01327	P27169
DB01336	Q15822
DB01336	P08172
DB01337	Q15822
DB01337	P08172
DB01337	P20309
DB01338	Q15822
DB01338	P08172
DB01338	P20309
DB01339	Q15822
DB01340	P12821
DB01345	P05023
DB01346	P14867
DB01346	P47869
DB01346	Q14524
DB01346	O00180
DB01346	P42262
DB01348	P12821
DB01349	P30556
DB01349	P50052
DB01351	P14867
DB01351	P47869
DB01351	P34903
DB01351	P48169
DB01351	P31644
DB01351	Q16445
DB01351	P43681
DB01351	P36544
DB01351	P42262
DB01351	Q13002
DB01352	P14867
DB01352	P47869
DB01352	P34903
DB01352	P48169
DB01352	P31644
DB01352	Q16445
DB01352	P43681
DB01352	P36544
DB01352	P42262
DB01352	Q13002
DB01353	P14867
DB01353	P47869
DB01353	P34903
DB01353	P48169
DB01353	P31644
DB01353	Q16445
DB01353	P43681
DB01353	P36544
DB01353	P42262
DB01353	Q13002
DB01354	P14867
DB01354	P47869
DB01354	P34903
DB01354	P48169
DB01354	P31644
DB01354	Q16445
DB01354	P43681
DB01354	P36544
DB01354	P42262
DB01354	Q13002
DB01355	P14867
DB01355	P47869
DB01355	P34903
DB01355	P48169
DB01355	P31644
DB01355	Q16445
DB01355	P43681
DB01355	P36544
DB01355	P42262
DB01355	Q13002
DB01356	P49841
DB01356	P29218
DB01356	O14732
DB01356	P42263
DB01357	P03372
DB01359	P08588
DB01359	P07550
DB01359	P08908
DB01359	P28222
DB01364	P23975
DB01364	P35348
DB01364	Q05940
DB01364	P22303
DB01365	P35348
DB01365	P35368
DB01365	P25100
DB01365	P08913
DB01365	P18089
DB01365	P18825
DB01365	P08588
DB01365	P07550
DB01365	P13945
DB01366	P07550
DB01367	P27338
DB01367	P10415
DB01370	P02787
DB01370	P05023
DB01370	P06870
DB01370	P05067
DB01380	P04150
DB01382	P48048
DB01382	Q09428
DB01384	P04150
DB01392	P08913
DB01392	P18089
DB01392	P18825
DB01392	P08908
DB01392	P28222
DB01392	P28221
DB01392	P14416
DB01392	P35462
DB01392	P28223
DB01392	P28335
DB01392	P48048
DB01392	P78508
DB01392	Q14654
DB01392	Q14500
DB01392	Q9UNX9
DB01392	Q99712
DB01392	Q15842
DB01392	P41595
DB01393	Q07869
DB01393	Q03181
DB01393	P37231
DB01393	O75469
DB01393	P19793
DB01393	P28702
DB01393	P48443
DB01394	Q9H4B7
DB01394	P07437
DB01395	P06401
DB01395	P08235
DB01395	P10275
DB01396	P05023
DB01397	P35354
DB01397	P23219
DB01399	P35354
DB01399	P23219
DB01400	P22303
DB01401	P23219
DB01401	P35354
DB01403	P14416
DB01403	P21728
DB01403	P21918
DB01403	P35462
DB01403	P21917
DB01403	P28223
DB01403	P28335
DB01403	P35367
DB01403	P11229
DB01403	P08172
DB01403	P20309
DB01403	P08173
DB01403	P08912
DB01403	P35348
DB01403	P35368
DB01403	P25100
DB01403	P08913
DB01403	P18089
DB01403	P18825
DB01406	P03372
DB01406	P10275
DB01406	P06401
DB01406	P30968
DB01406	Q96P88
DB01406	P13500
DB01407	P07550
DB01407	P08588
DB01407	P13945
DB01407	P01138
DB01407	P01375
DB01408	P07550
DB01409	P20309
DB01409	P11229
DB01409	P08172
DB01409	P08173
DB01409	P08912
DB01410	P04150
DB01411	Q9Y271
DB01411	P01375
DB01411	P05113
DB01411	P12724
DB01411	P19838
DB01411	Q02817
DB01412	P30542
DB01412	P29274
DB01412	Q07343
DB01418	Q9BQB6
DB01419	P23219
DB01419	P35354
DB01420	P10275
DB01422	P50579
DB01425	P14416
DB01426	Q14524
DB01427	Q14432
DB01427	Q07343
DB01427	P01375
DB01428	P06401
DB01428	P10275
DB01428	P03372
DB01428	Q92731
DB01429	Q14524
DB01429	P0DP23
DB01430	P05023
DB01431	P06401
DB01431	P03372
DB01433	P35372
DB01435	P35354
DB01435	P23219
DB01436	P11473
DB01436	O15528
DB01436	P19793
DB01437	P14867
DB01437	P14867
DB01437	P47869
DB01437	P34903
DB01437	P48169
DB01437	P31644
DB01437	Q16445
DB01437	P18505
DB01437	P47870
DB01437	P28472
DB01437	O14764
DB01437	P78334
DB01437	Q8N1C3
DB01437	P18507
DB01437	Q99928
DB01437	O00591
DB01437	Q9UN88
DB01438	P35498
DB01440	Q9HAB3
DB01440	P18505
DB01452	P35372
DB01452	P41145
DB01452	P41143
DB01452	P23141
DB01463	Q01959
DB01466	P35372
DB01544	P30536
DB01544	P47869
DB01544	P48169
DB01544	P31644
DB01544	Q16445
DB01544	P34903
DB01544	P14867
DB01544	P28472
DB01544	P18507
DB01558	P14867
DB01558	P47869
DB01558	P34903
DB01558	P48169
DB01558	P31644
DB01558	Q16445
DB01558	P18505
DB01558	P47870
DB01558	P28472
DB01558	Q8N1C3
DB01558	P18507
DB01558	Q99928
DB01558	O14764
DB01558	P78334
DB01558	O00591
DB01558	P24046
DB01558	P28476
DB01558	A8MPY1
DB01558	Q9UN88
DB01559	P14867
DB01559	P47869
DB01559	P34903
DB01559	P31644
DB01559	Q8N1C3
DB01559	P18507
DB01559	Q99928
DB01559	P18505
DB01559	P47870
DB01559	P28472
DB01559	O14764
DB01559	P78334
DB01559	O00591
DB01559	P24046
DB01559	P28476
DB01559	A8MPY1
DB01567	P14867
DB01567	P47869
DB01567	P34903
DB01567	P31644
DB01567	Q8N1C3
DB01567	P18507
DB01567	Q99928
DB01567	P18505
DB01567	P47870
DB01567	P28472
DB01567	O14764
DB01567	P78334
DB01567	O00591
DB01567	P24046
DB01567	P28476
DB01567	A8MPY1
DB01576	Q05940
DB01576	P23975
DB01576	Q01959
DB01576	Q96RJ0
DB01576	P35348
DB01576	P35368
DB01577	Q01959
DB01577	P31645
DB01577	P23975
DB01577	Q05940
DB01577	P54219
DB01577	Q96RJ0
DB01577	P08913
DB01577	P18089
DB01577	P18825
DB01577	P21397
DB01577	P27338
DB01579	P35348
DB01579	P23975
DB01579	P35368
DB01580	P08588
DB01580	P07550
DB01580	P13945
DB01583	P10827
DB01583	P10828
DB01586	P52895
DB01586	Q96RI1
DB01587	P30536
DB01587	P14867
DB01587	P18505
DB01587	Q8N1C3
DB01587	O14764
DB01587	P78334
DB01588	P14867
DB01588	P47869
DB01588	P34903
DB01588	P31644
DB01588	Q8N1C3
DB01588	P18507
DB01588	Q99928
DB01588	P18505
DB01588	P47870
DB01588	P28472
DB01588	O14764
DB01588	P78334
DB01588	O00591
DB01588	P24046
DB01588	P28476
DB01588	A8MPY1
DB01588	P14867
DB01588	P47869
DB01588	P34903
DB01588	P48169
DB01588	P31644
DB01588	Q16445
DB01588	P18505
DB01588	P47870
DB01588	P28472
DB01588	O14764
DB01588	P78334
DB01588	Q8N1C3
DB01588	P18507
DB01588	Q99928
DB01588	O00591
DB01588	Q9UN88
DB01589	P14867
DB01589	P47869
DB01589	P34903
DB01589	P31644
DB01589	Q8N1C3
DB01589	P18507
DB01589	Q99928
DB01589	P18505
DB01589	P28472
DB01589	O14764
DB01589	P78334
DB01589	O00591
DB01589	P24046
DB01589	P28476
DB01589	A8MPY1
DB01589	P14867
DB01589	P47869
DB01589	P34903
DB01589	P48169
DB01589	P31644
DB01589	Q16445
DB01589	P18505
DB01589	P47870
DB01589	P28472
DB01589	O14764
DB01589	P78334
DB01589	Q8N1C3
DB01589	P18507
DB01589	Q99928
DB01589	O00591
DB01589	Q9UN88
DB01590	P42345
DB01591	P20309
DB01591	P11229
DB01591	P08172
DB01591	P08173
DB01591	P08912
DB01592	P02786
DB01592	Q9GZT9
DB01592	Q9BY41
DB01592	Q9NZD4
DB01592	P69905
DB01592	Q16595
DB01592	P02794
DB01592	P39748
DB01592	Q96FI4
DB01592	Q969S2
DB01592	P06746
DB01592	P00450
DB01592	P02787
DB01593	P46663
DB01593	P16455
DB01593	P04075
DB01593	P68104
DB01593	P06733
DB01593	O14556
DB01593	P15531
DB01593	P07237
DB01593	P30101
DB01593	Q06830
DB01593	P78330
DB01593	P60174
DB01593	P49411
DB01593	P03372
DB01593	P08700
DB01593	P02795
DB01593	O14618
DB01593	Q13547
DB01593	P56524
DB01593	P29372
DB01593	P04279
DB01593	P00441
DB01593	Q9BY41
DB01593	O15304
DB01593	P23415
DB01593	Q00987
DB01593	P01308
DB01593	P46939
DB01593	P45381
DB01593	P05109
DB01593	P06702
DB01593	P14780
DB01593	O15350
DB01593	P29034
DB01593	P04637
DB01593	P25713
DB01593	O75340
DB01593	Q8N907
DB01593	P04731
DB01593	P04217
DB01593	P01023
DB01593	P01019
DB01593	P02765
DB01593	P02743
DB01593	P02647
DB01593	P02652
DB01593	P06727
DB01593	Q0VD83
DB01593	P02649
DB01593	O14791
DB01593	P02746
DB01593	P02747
DB01593	P00736
DB01593	P09871
DB01593	P01024
DB01593	P0C0L5
DB01593	P04003
DB01593	P20851
DB01593	P01031
DB01593	P46736
DB01593	P07357
DB01593	P07358
DB01593	P07360
DB01593	P00751
DB01593	P08603
DB01593	P05156
DB01593	P10909
DB01593	P00450
DB01593	P15169
DB01593	P22792
DB01593	P81605
DB01593	P15924
DB01593	P00748
DB01593	P05160
DB01593	P00734
DB01593	O75636
DB01593	P02671
DB01593	P02751
DB01593	P06396
DB01593	P69905
DB01593	P68871
DB01593	P00739
DB01593	Q86YZ3
DB01593	P35858
DB01593	P01871
DB01593	P19827
DB01593	P19823
DB01593	Q06033
DB01593	Q14624
DB01593	P01591
DB01593	P14923
DB01593	P03952
DB01593	P01042
DB01593	P04264
DB01593	P13645
DB01593	P02533
DB01593	P08779
DB01593	P35908
DB01593	P13647
DB01593	P02538
DB01593	P35527
DB01593	P19652
DB01593	Q96PD5
DB01593	P27169
DB01593	P20742
DB01593	P31151
DB01593	P49908
DB01593	P01009
DB01593	P01011
DB01593	P29622
DB01593	P08185
DB01593	P05546
DB01593	P04278
DB01593	P02787
DB01593	P02766
DB01593	P04004
DB01593	P51693
DB01593	Q06481
DB01593	P05067
DB01593	P09874
DB01594	P14867
DB01594	P47869
DB01594	P34903
DB01594	P31644
DB01594	Q8N1C3
DB01594	P18507
DB01594	Q99928
DB01594	P18505
DB01594	P47870
DB01594	P28472
DB01594	O14764
DB01594	P78334
DB01594	O00591
DB01594	P24046
DB01594	P28476
DB01594	A8MPY1
DB01595	P14867
DB01595	P47869
DB01595	P34903
DB01595	P48169
DB01595	P31644
DB01595	Q16445
DB01595	P18505
DB01595	P47870
DB01595	P28472
DB01595	Q8N1C3
DB01595	P18507
DB01595	Q99928
DB01595	O14764
DB01595	P78334
DB01595	O00591
DB01595	P24046
DB01595	P28476
DB01595	A8MPY1
DB01595	Q9UN88
DB01595	P35498
DB01597	P16444
DB01599	O95477
DB01599	P23141
DB01600	P35354
DB01600	P23219
DB01608	P21728
DB01608	P08913
DB01608	P35368
DB01608	P10275
DB01611	Q9NYK1
DB01611	Q9NR96
DB01612	P16066
DB01613	P16066
DB01613	P20594
DB01614	P14416
DB01614	P21728
DB01614	P28223
DB01614	P08908
DB01614	P35348
DB01614	P35368
DB01615	P35367
DB01616	P08908
DB01618	P14416
DB01618	P08908
DB01618	P28223
DB01618	P11229
DB01619	P35367
DB01620	P35367
DB01620	Q14994
DB01621	P14416
DB01621	P21728
DB01621	P28223
DB01621	P08908
DB01622	P14416
DB01622	P21728
DB01622	P28223
DB01622	P08908
DB01622	P35348
DB01622	P35368
DB01623	P14416
DB01623	P21728
DB01623	P28223
DB01624	P21728
DB01624	P21918
DB01624	P14416
DB01624	P35348
DB01624	P08913
DB01624	P28223
DB01624	P35367
DB01625	P20309
DB01625	P08173
DB01626	P27338
DB01626	P21397
DB01628	P35354
DB01656	Q08499
DB01656	P27815
DB01656	Q07343
DB01656	Q08493
DB01685	P47989
DB01708	P03372
DB01708	Q92731
DB01708	P14867
DB01708	P47869
DB01708	P34903
DB01708	P48169
DB01708	P31644
DB01708	Q16445
DB01708	P18505
DB01708	P47870
DB01708	P28472
DB01708	O14764
DB01708	P78334
DB01708	Q8N1C3
DB01708	P18507
DB01708	Q99928
DB01708	O00591
DB01708	Q9UN88
DB01708	Q05586
DB01708	Q12879
DB01708	Q13224
DB01708	Q14957
DB01708	O15399
DB01708	Q8TCU5
DB01708	O60391
DB01708	P10275
DB01708	P14061
DB01708	Q06520
DB01708	O00204
DB01708	Q07869
DB01708	Q99720
DB01708	O75469
DB01708	Q14994
DB01878	P03372
DB01878	Q92731
DB01956	P23415
DB02187	P14061
DB02187	P03372
DB02300	P11473
DB02325	O60942
DB02325	Q9BV57
DB02325	P30793
DB02325	P43026
DB02325	P07998
DB02325	P07478
DB02325	P14555
DB02325	P17900
DB02325	Q13231
DB02325	Q7Z4W1
DB02325	P30041
DB02325	P01375
DB02325	P13686
DB02325	P23526
DB02325	Q13838
DB02546	Q13547
DB02546	Q92769
DB02546	O15379
DB02546	Q9UBN7
DB02546	Q9BY41
DB02638	P30518
DB02638	P47901
DB02638	P37288
DB02659	P22830
DB02659	P00326
DB02659	P62508
DB02659	P51161
DB02659	P13073
DB02659	P00395
DB02659	P00403
DB02659	P00414
DB02659	P20674
DB02659	P10606
DB02659	P09669
DB02659	P24311
DB02659	P15954
DB02659	P10176
DB02659	Q02221
DB02659	P14854
DB02659	P24310
DB02659	P04054
DB02659	P23141
DB02659	Q96RI1
DB02659	Q8TDU6
DB02701	P00338
DB02701	P09874
DB02701	Q9NXA8
DB02701	Q10588
DB03128	P22303
DB03128	P11229
DB03128	P08172
DB03128	P20309
DB03128	P08173
DB03128	P36544
DB03147	P16435
DB03147	Q92947
DB03147	P11310
DB03147	P14920
DB03147	P21397
DB03147	P16219
DB03147	Q96RQ9
DB03147	P29475
DB03147	P15559
DB03147	Q86YB8
DB03147	P00390
DB03147	P00387
DB03147	P16083
DB03147	P26440
DB03147	P47989
DB03147	Q12882
DB03147	Q16881
DB03147	Q9UKU7
DB03147	O95831
DB03147	P09622
DB03147	Q9UHQ9
DB03147	P27338
DB03147	P22570
DB03147	Q15067
DB03147	P55789
DB03147	Q16795
DB03255	P02768
DB03615	P07237
DB03619	Q7Z2Z2
DB03619	Q96RI1
DB03619	P09211
DB03619	Q8TDU6
DB03754	Q8WVQ1
DB03754	Q96FI4
DB03754	P17707
DB03754	P15692
DB03754	P07585
DB03793	P14920
DB03793	P52758
DB03793	P51151
DB03793	P30044
DB03793	P46059
DB03904	P05089
DB03904	P00918
DB03904	P35222
DB04209	P98170
DB04209	P29973
DB04209	Q12791
DB04224	Q9NZD2
DB04224	P02689
DB04224	Q07869
DB04224	Q03181
DB04224	P19793
DB04224	P37231
DB04339	P09211
DB04465	Q7Z4J2
DB04465	Q9NZD2
DB04465	P17931
DB04552	P04054
DB04552	P35354
DB04552	P51800
DB04552	P23219
DB04552	P47712
DB04552	O60656
DB04573	P03372
DB04573	Q92731
DB04573	P04278
DB04574	P03372
DB04574	Q92731
DB04575	P03372
DB04576	P11388
DB04743	P35354
DB04743	Q9NZK7
DB04743	P02788
DB04786	P41231
DB04786	Q9NXA8
DB04786	P23945
DB04786	P21817
DB04786	P00734
DB04786	P14555
DB04794	P20813
DB04835	P51681
DB04837	P35367
DB04838	P54289
DB04838	P23141
DB04839	P10275
DB04839	P07288
DB04840	P23975
DB04841	O43497
DB04841	O95180
DB04841	Q9P0X4
DB04841	P35367
DB04841	P0DP23
DB04842	P14416
DB04842	P28223
DB04842	Q06432
DB04843	P11229
DB04843	P20309
DB04844	Q05940
DB04844	P14416
DB04845	Q13509
DB04846	P08588
DB04846	P07550
DB04854	P47989
DB04855	P35348
DB04855	P35368
DB04855	P25100
DB04855	P08913
DB04855	P18089
DB04855	P18825
DB04855	P08588
DB04855	Q12809
DB04855	Q13936
DB04855	Q01668
DB04855	O60840
DB04855	Q13698
DB04855	Q02641
DB04855	Q08289
DB04855	P54284
DB04855	O00305
DB04855	P35498
DB04855	O95069
DB04861	P08588
DB04861	P07550
DB04865	P39023
DB04868	P00519
DB04868	P10721
DB04871	P28335
DB04876	P27487
DB04877	P08183
DB04878	O43451
DB04880	Q14432
DB04890	P35367
DB04894	P30874
DB04894	P35346
DB04894	P25103
DB04896	P31645
DB04896	P23975
DB04896	Q05586
DB04896	Q12879
DB04896	Q13224
DB04896	Q14957
DB04896	O15399
DB04896	Q8TCU5
DB04896	O60391
DB04898	P00734
DB04908	P08908
DB04908	P28223
DB04908	P21917
DB04920	O60840
DB04920	Q13698
DB04920	Q01668
DB04920	Q13936
DB04930	P35498
DB04930	P03372
DB04930	O75469
DB04931	Q01726
DB04938	P03372
DB04942	P10276
DB04942	P10826
DB04946	P28223
DB04946	P14416
DB04946	P21728
DB04946	P35462
DB04946	P21917
DB04946	P08908
DB04946	P50406
DB04946	P34969
DB04946	P35348
DB04946	P35367
DB04946	P18825
DB04948	P08913
DB04953	O43526
DB04953	O43525
DB04953	P56696
DB04953	Q9NR82
DB04967	P11388
DB04967	P27695
DB04967	P11387
DB05013	Q05655
DB05013	P17252
DB05015	Q13547
DB05015	Q969S8
DB05015	Q96DB2
DB05015	Q92769
DB05015	O15379
DB05015	P56524
DB05015	Q9UQL6
DB05015	Q9UBN7
DB05015	Q8WUI4
DB05015	Q9BY41
DB05015	Q9UKV0
DB05039	P07550
DB05219	P27815
DB05219	Q07343
DB05219	Q08493
DB05219	Q08499
DB05239	Q02750
DB05246	O43497
DB05260	P31350
DB05260	P21281
DB05260	P02818
DB05260	P01584
DB05265	Q8NFA2
DB05266	P27815
DB05266	Q07343
DB05266	Q08493
DB05266	Q08499
DB05266	Q14432
DB05271	P35462
DB05271	P21917
DB05271	P14416
DB05271	P21918
DB05271	P21728
DB05271	P08908
DB05271	P18089
DB05294	P15692
DB05294	P00533
DB05294	Q13882
DB05294	Q02763
DB05294	P07949
DB05351	P20648
DB05351	P51164
DB05381	P35367
DB05381	P25021
DB05381	Q9Y5N1
DB05381	Q9H3N8
DB05381	Q05940
DB05389	Q7L5Y9
DB05389	Q86VB7
DB05541	Q7L0J3
DB05541	P35498
DB05541	Q9Y5Y9
DB05541	Q9UI33
DB05541	Q99250
DB05541	Q9NY46
DB05541	P35499
DB05541	Q14524
DB05541	Q01118
DB05541	Q9UQD0
DB05541	Q15858
DB05541	Q07699
DB05541	O60939
DB05541	Q9NY72
DB05541	Q8IWT1
DB05630	P11387
